Id,R,Nome,Squadra
408,A,HIGUAIN,Juventus
441,A,BELOTTI,Torino
277,A,ICARDI,Inter
410,A,MERTENS,Napoli
647,A,DZEKO,Roma
409,A,INSIGNE,Napoli
785,A,IMMOBILE,Lazio
309,A,DYBALA,Juventus
402,C,HAMSIK,Napoli
467,C,NAINGGOLAN,Roma
406,A,CALLEJON,Napoli
652,A,KALINIC,Milan
26,A,GOMEZ A,Atalanta
345,A,KEITA B,Lazio
704,C,PERISIC,Inter
722,A,BORRIELLO,SPAL
532,A,FALCINELLI,Sassuolo
184,C,BERNARDESCHI,Juventus
375,C,SUSO,Milan
282,P,BUFFON,Juventus
568,A,QUAGLIARELLA,Sampdoria
1974,A,SCHICK,Sampdoria
312,A,MANDZUKIC,Juventus
2200,C,DOUGLAS COSTA,Juventus
469,C,PJANIC,Juventus
335,C,FELIPE ANDERSON,Lazio
152,C,ZIELINSKI,Napoli
636,A,PAZZINI,Verona
478,A,LJAJIC,Torino
531,A,BERARDI,Sassuolo
2012,A,MILIK,Napoli
350,P,DONNARUMMA G,Milan
376,C,VERDI,Bologna
2306,C,MATUIDI,Juventus
606,A,THEREAU,Udinese
2175,A,ANDRE' SILVA,Milan
1939,A,LAPADULA,Genoa
2061,A,SIMEONE,Fiorentina
123,A,INGLESE,Chievo
472,A,DESTRO,Bologna
387,P,REINA,Napoli
332,C,CANDREVA,Inter
367,C,BONAVENTURA,Milan
2194,C,CALHANOGLU,Milan
237,C,PEROTTI,Roma
475,A,IAGO FALQUE,Torino
643,A,DEFREL,Roma
795,A,EL SHAARAWY,Roma
608,A,ZAPATA D,Napoli
250,P,HANDANOVIC,Inter
2169,D,RODRIGUEZ R,Milan
662,D,ALEX SANDRO,Juventus
1847,D,CALDARA,Atalanta
1874,C,JOAO PEDRO,Cagliari
111,C,BIRSA,Chievo
299,C,KHEDIRA,Juventus
645,C,MILINKOVIC-SAVIC,Lazio
2287,C,RAMIREZ,Sampdoria
2283,A,BAJIC,Udinese
383,A,PETAGNA,Atalanta
1964,P,ALISSON,Roma
513,D,ACERBI,Sassuolo
2214,D,KOLAROV,Roma
392,D,KOULIBALY,Napoli
286,D,BONUCCI,Milan
11,D,CONTI,Milan
322,D,DE VRIJ,Lazio
288,D,CHIELLINI,Juventus
2002,C,CHIESA,Fiorentina
1850,C,KESSIE',Milan
470,C,STROOTMAN,Roma
378,A,CERCI,Verona
536,A,POLITANO,Sassuolo
1958,A,CAPRARI,Sampdoria
1934,P,STRAKOSHA,Lazio
177,C,ILICIC,Atalanta
697,C,CUADRADO,Juventus
338,C,LULIC,Lazio
1996,C,DE PAUL,Udinese
1986,C,FOFANA,Udinese
2290,C,EYSSERIC,Fiorentina
278,A,JOVETIC,Inter
90,A,LASAGNA,Udinese
126,A,PALOSCHI,SPAL
183,A,BABACAR,Fiorentina
1882,A,SAU,Cagliari
316,P,BERISHA,Atalanta
459,D,MANOLAS,Roma
2243,C,CICIRETTI,Benevento
1857,C,DI FRANCESCO F,Bologna
112,C,CASTRO,Chievo
150,C,SAPONARA,Fiorentina
172,C,BORJA VALERO,Inter
801,C,GAGLIARDINI,Inter
342,C,PAROLO,Lazio
556,C,BASELLI,Torino
2267,A,ANTENUCCI,SPAL
2195,A,OUNAS,Napoli
247,A,PAVOLETTI,Napoli
506,A,EDER,Inter
1973,A,BUDIMIR,Crotone
1879,A,FARIAS,Cagliari
2310,D,CANCELO,Inter
546,D,BRUNO PERES,Roma
390,D,GHOULAM,Napoli
2168,D,MUSACCHIO,Milan
1931,D,BENATIA,Juventus
257,D,MIRANDA,Inter
181,C,VECINO,Inter
2215,C,VERETOUT,Fiorentina
2078,C,JOAO MARIO,Inter
331,C,BIGLIA,Milan
464,C,FLORENZI,Roma
530,C,PELLEGRINI,Roma
1987,C,JANKTO,Udinese
2292,C,CENTURION,Genoa
2284,A,CAICEDO,Lazio
382,A,NIANG,Milan
2246,A,CERAVOLO,Benevento
2163,A,CORNELIUS,Atalanta
4,P,SPORTIELLO,Fiorentina
484,P,VIVIANO,Sampdoria
509,P,CONSIGLI,Sassuolo
2179,P,SIRIGU,Torino
554,D,ZAPPACOSTA,Torino
2016,D,FAZIO,Roma
460,D,ROMAGNOLI A,Milan
292,D,LICHTSTEINER,Juventus
294,D,RUGANI,Juventus
15,D,MASIELLO A,Atalanta
788,C,FREULER,Atalanta
28,C,KURTIC,Atalanta
275,C,TAIDER,Bologna
627,C,IONITA,Cagliari
366,C,BERTOLACCI,Genoa
300,C,MARCHISIO,Juventus
2209,C,LUCAS LEIVA,Lazio
397,C,ALLAN,Napoli
463,C,DE ROSSI,Roma
2201,C,UNDER,Roma
2065,C,PRAET,Sampdoria
22,C,DE ROON,Atalanta
280,A,PALACIO,Bologna
605,A,PERICA,Udinese
380,A,MATRI,Sassuolo
789,A,TROTTA,Crotone
41,P,MIRANTE,Bologna
413,P,SORRENTINO,Chievo
218,P,PERIN,Genoa
2309,D,PEZZELLA GER,Fiorentina
2288,D,N'KOULOU,Torino
2289,D,DALBERT,Inter
621,D,ROMULO,Verona
2180,D,KARSDORP,Roma
388,D,ALBIOL,Napoli
798,D,SKRINIAR,Inter
642,D,ASTORI,Fiorentina
779,C,CRISTANTE,Atalanta
235,C,LAXALT,Genoa
236,C,LAZOVIC,Genoa
265,C,BROZOVIC,Inter
529,C,MISSIROLI,Sassuolo
557,C,BENASSI,Fiorentina
2205,C,BERENGUER,Torino
264,C,BESSA,Verona
1981,A,BOYE',Torino
2073,A,RAGUSA,Sassuolo
2187,A,BORINI,Milan
127,A,PELLISSIER,Chievo
156,A,PUCCIARELLI,Chievo
2190,A,CODA M,Benevento
2178,P,CRAGNO,Cagliari
574,P,SCUFFET,Udinese
790,D,SAMIR,Udinese
588,D,WIDMER,Udinese
2171,D,LYANCO,Torino
521,D,PELUSO,Sassuolo
492,D,SILVESTRE,Sampdoria
2176,D,HECTOR MORENO,Roma
140,D,HYSAJ,Napoli
329,D,RADU,Lazio
253,D,D'AMBROSIO,Inter
2165,D,VITOR HUGO,Fiorentina
104,D,GAMBERINI,Chievo
251,D,ANDREOLLI,Cagliari
1852,C,SPINAZZOLA,Atalanta
21,C,D'ALESSANDRO,Benevento
1858,C,KREJCI,Bologna
374,C,POLI,Bologna
1906,C,NALINI,Crotone
809,C,NINKOVIC,Genoa
58,C,DIAWARA,Napoli
775,C,ALVAREZ R,Sampdoria
2008,C,LINETTY,Sampdoria
1972,C,TORREIRA,Sampdoria
526,C,DUNCAN,Sassuolo
2263,C,LAZZARI M,SPAL
626,C,HALLFREDSSON,Udinese
2301,C,GIL DIAS,Fiorentina
2086,A,IEMMELLO,Sassuolo
1998,A,PJACA,Juventus
720,P,BELEC,Benevento
1889,P,CORDAZ,Crotone
287,D,CACERES,Verona
2280,D,NUYTINCK,Udinese
583,D,HEURTAUX,Verona
622,D,SOUPRAYEN,Verona
578,D,DANILO,Udinese
1979,D,BARRECA,Torino
1868,D,MURRU,Sampdoria
256,D,JUAN JESUS,Roma
550,D,MAKSIMOVIC,Napoli
319,D,BASTA,Lazio
285,D,BARZAGLI,Juventus
226,D,IZZO,Genoa
2177,D,GASPAR,Fiorentina
49,D,MASINA,Bologna
2241,D,LUCIONI,Benevento
2130,D,HATEBOER,Atalanta
695,D,TOLOI,Atalanta
1859,C,NAGY,Bologna
20,C,CIGARINI,Cagliari
115,C,HETEMAJ,Chievo
2014,C,ROHDEN,Crotone
121,C,STOIAN,Crotone
170,C,BADELJ,Fiorentina
2011,C,MIGUEL VELOSO,Genoa
438,C,RIGONI L,Genoa
2188,C,MARUSIC,Lazio
404,C,JORGINHO,Napoli
494,C,BARRETO E,Sampdoria
528,C,MAGNANELLI,Sassuolo
1978,C,SENSI,Sassuolo
2264,C,MORA,SPAL
631,C,VIVIANI,SPAL
2199,C,ZUCULINI B,Verona
215,A,VERDE,Verona
245,A,PANDEV,Genoa
281,A,PUSCAS,Benevento
2167,A,ORSOLINI,Atalanta
318,P,MARCHETTI,Lazio
572,P,MERET,SPAL
2271,P,NICOLAS,Verona
418,D,GOLDANIGA,Sassuolo
612,D,BIANCHETTI,Verona
45,D,FERRARI A,Verona
54,D,ROSSETTINI,Genoa
817,D,COSTA F,SPAL
708,D,FELIPE,SPAL
52,D,OIKONOMOU,SPAL
2261,D,VICARI,SPAL
516,D,CANNAVARO,Sassuolo
1895,D,FERRARI G,Sampdoria
2006,D,LIROLA,Sassuolo
490,D,REGINI,Sampdoria
640,D,CHIRICHES,Napoli
142,D,MARIO RUI,Napoli
1999,D,LUKAKU,Lazio
2007,D,WALLACE,Lazio
358,D,DE SCIGLIO,Juventus
706,D,ANSALDI,Inter
2083,D,BIRASCHI,Genoa
493,D,ZUKANOVIC,Genoa
2087,D,OLIVERA M,Fiorentina
2202,D,CABRERA,Crotone
1891,D,CECCHERINI,Crotone
99,D,CACCIATORE,Chievo
105,D,GOBBI,Chievo
2037,D,MIANGUE,Cagliari
301,D,PADOIN,Cagliari
1869,D,PISACANE,Cagliari
48,D,MAIETTA,Bologna
138,D,COSTA,Benevento
2203,D,DI CHIARA,Benevento
74,D,LETIZIA,Benevento
2197,D,CASTAGNE,Atalanta
2181,D,PALOMINO,Atalanta
333,C,CATALDI,Benevento
669,C,DONSAH,Bologna
118,C,RADOVANOVIC,Chievo
1901,C,BARBERIS,Crotone
772,C,KRAGL,Crotone
238,C,RINCON,Torino
2193,C,GONALONS,Roma
27,C,GRASSI,SPAL
2265,C,SCHIATTARELLA,SPAL
555,C,ACQUAH,Torino
2274,C,VALOTI,Verona
2111,C,TAARABT,Genoa
2302,C,BEHRAMI,Udinese
533,A,FLOCCARI,SPAL
1909,A,PALLADINO,Genoa
124,A,MEGGIORINI,Chievo
252,D,BIRAGHI,Fiorentina
2212,D,VAISANEN,SPAL
2273,D,CARACCIOLO A,Verona
487,D,DE SILVESTRI,Torino
353,D,ABATE,Milan
360,D,PALETTA,Milan
295,D,ASAMOAH,Juventus
1896,D,MARTELLA,Crotone
1898,D,SAMPIRISI,Crotone
100,D,CESAR,Chievo
101,D,DAINELLI,Chievo
224,D,DE MAIO,Bologna
419,D,GONZALEZ G,Bologna
202,C,CHIBSAH,Benevento
2210,C,FALLETTI,Bologna
2183,C,GARRITANO,Chievo
700,C,TONEV,Crotone
2075,C,CRISTOFORO,Fiorentina
433,C,HILJEMARK,Genoa
2076,C,ROG,Napoli
173,C,CAPEZZI,Sampdoria
600,C,VERRE,Sampdoria
60,C,RIZZO,SPAL
405,C,VALDIFIORI,Torino
1992,C,FOSSATI,Verona
2155,A,CUTRONE,Milan
344,A,DJORDJEVIC,Lazio
2082,A,GABIGOL,Inter
2196,A,GALABINOV,Genoa
2303,D,MIGLIORE,Genoa
78,D,SPOLLI,Genoa
1893,D,CREMONESI,SPAL
1984,D,ANGELLA,Udinese
770,D,PEZZELLA GIU,Udinese
2192,D,BONIFAZI,Torino
551,D,MOLINARO,Torino
552,D,MORETTI,Torino
106,D,MATTIELLO,SPAL
2015,D,LETSCHERT,Sassuolo
2104,D,BERESZYNSKI,Sampdoria
197,D,PAVLOVIC,Sampdoria
630,D,SALA,Sampdoria
417,D,EMERSON,Roma
144,D,TONELLI,Napoli
356,D,ANTONELLI,Milan
357,D,CALABRIA,Milan
365,D,ZAPATA C,Milan
2062,D,BASTOS,Lazio
260,D,NAGATOMO,Inter
323,D,GENTILETTI,Genoa
169,D,TOMOVIC,Fiorentina
1866,D,CEPPITELLI,Cagliari
47,D,GASTALDELLO,Bologna
663,D,KRAFTH,Bologna
50,D,MBAYE,Bologna
461,D,TOROSIDIS,Bologna
2174,D,VENUTI,Benevento
2162,C,JOAO SCHMIDT,Atalanta
440,C,VIOLA,Benevento
644,C,PULGAR,Bologna
1870,C,BARELLA,Cagliari
1872,C,DESSENA,Cagliari
2072,C,BASTIEN,Chievo
2185,C,GAUDINO,Chievo
116,C,IZCO,Crotone
176,C,FERNANDEZ M,Fiorentina
2058,C,SANCHEZ,Fiorentina
305,C,STURARO,Juventus
1873,C,DI GENNARO D,Lazio
2085,C,LUIS ALBERTO,Lazio
827,C,LOCATELLI M,Milan
372,C,MONTOLIVO,Milan
702,C,GIACCHERINI,Napoli
524,C,BIONDINI,Sassuolo
1976,C,MAZZITELLI,Sassuolo
813,C,BALIC,Udinese
594,C,KONE,Udinese
297,C,BUCHEL,Verona
632,C,ZACCAGNI,Verona
2281,A,VIDO,Atalanta
633,A,FARES,Verona
2013,A,RICCI,Sassuolo
540,P,GOMIS A,SPAL
2279,D,ROMAGNA,Cagliari
2272,D,BROSCO,Verona
575,D,ADNAN,Udinese
587,D,WAGUE,Udinese
765,D,AJETI,Crotone
2216,D,KONATE,SPAL
824,D,ADJAPONG,Sassuolo
517,D,DELL'ORCO,Sassuolo
519,D,GAZZOLA,Sassuolo
394,D,MAGGIO,Napoli
2052,D,GOMEZ G,Milan
262,D,SANTON,Inter
198,D,ROSI,Genoa
2164,D,MILENKOVIC,Fiorentina
581,D,FARAONI,Crotone
2208,D,JAROSZYNSKI,Chievo
1865,D,CAPUANO,Cagliari
615,D,HELANDER,Bologna
137,D,CAMPORESE,Benevento
2160,D,GOSENS,Atalanta
2161,C,HAAS,Atalanta
1971,C,ERAMO,Benevento
57,C,CRISETIG,Bologna
2116,C,FARAGO',Cagliari
119,C,RIGONI N,Chievo
2166,C,BENTANCUR,Juventus
1933,C,MANDRAGORA,Crotone
2003,C,MURGIA,Lazio
1967,C,GERSON,Roma
1995,C,DJURICIC,Sampdoria
560,C,OBI,Torino
61,C,ZUCULINI F,Verona
2291,C,RODRIGUEZ T,Genoa
2293,C,OMEONGA,Genoa
1878,A,COP,Cagliari
1988,A,EWANDRO,Udinese
92,A,MATOS,Udinese
566,A,MAXI LOPEZ,Torino
1982,A,PARIGINI,Torino
2198,A,KOWNACKI,Sampdoria
764,A,SADIQ,Torino
337,A,KISHNA,Lazio
2097,A,KEAN,Juventus
2038,A,PINAMONTI,Inter
2207,A,ZEKHNINI,Fiorentina
1997,A,SIMY,Crotone
1881,A,MELCHIORRI,Cagliari
2114,A,PETKOVIC,Bologna
610,P,GOLLINI,Atalanta
40,P,DA COSTA,Bologna
2249,P,SANTURRO,Bologna
2156,P,CROSTA,Cagliari
611,P,RAFAEL,Cagliari
97,P,SECULIN,Chievo
1890,P,FESTA,Crotone
2251,P,VISCOVO,Crotone
1917,P,DRAGOWSKI,Fiorentina
2127,P,SATALINO,Sassuolo
217,P,LAMANNA,Genoa
1921,P,ZIMA,Genoa
248,P,BERNI,Inter
543,P,PADELLI,Inter
1930,P,PINSOGLIO,Juventus
453,P,SZCZESNY,Juventus
317,P,GUERRIERI,Lazio
1935,P,VARGIC,Lazio
216,P,DONNARUMMA A,Milan
385,P,GABRIEL,Milan
1863,P,STORARI,Milan
386,P,RAFAEL CABRAL,Napoli
159,P,SEPE,Napoli
451,P,LOBONT,Roma
133,P,SKORUPSKI,Roma
483,P,PUGGIONI,Sampdoria
1970,P,TOZZO,Sampdoria
510,P,PEGOLO,Sassuolo
2255,P,MARCHEGIANI,SPAL
2256,P,POLUZZI,SPAL
542,P,ICHAZO,Torino
2170,P,MILINKOVIC-SAVIC V,Torino
95,P,BIZZARRI,Udinese
570,P,KARNEZIS,Udinese
609,P,COPPOLA,Verona
2211,P,SILVESTRI,Verona
2276,P,COTTICELLI,Benevento
821,P,MARSON,Sassuolo
481,P,BRIGNOLI,Benevento
2294,P,CEROFOLINI,Fiorentina
2295,P,CONFENTE,Chievo
2297,P,ROSSI F,Atalanta
2305,P,PISCITELLI,Benevento
2298,D,BOCHNIEWICZ,Udinese
2300,D,LEVERBE,Sampdoria
1991,D,BALZANO,Cagliari
2296,D,MANCINI G,Atalanta
2285,D,BANI,Chievo
354,D,ALBERTAZZI,Verona
10,D,CHERUBIN,Verona
2206,D,FELICIOLI,Verona
544,D,AVELAR,Torino
2258,D,GASPARETTO,SPAL
2259,D,POLVANI,SPAL
514,D,ANTEI,Sassuolo
2252,D,MARCHIZZA,Sassuolo
255,D,DODO',Sampdoria
455,D,CASTAN,Roma
395,D,STRINIC,Napoli
327,D,PATRIC,Lazio
261,D,RANOCCHIA,Inter
8,D,BRIVIO,Genoa
2071,D,DUSSENNE,Crotone
2141,D,DEPAOLI,Chievo
103,D,FREY,Chievo
2182,D,RIGIONE,Chievo
491,D,SALAMON,SPAL
787,D,DJIMSITI,Benevento
2184,D,GRAVILLON,Benevento
2239,D,GYAMFI,Benevento
2120,D,BASTONI,Atalanta
13,D,DRAME',Atalanta
2244,C,DEL PINTO,Benevento
2245,C,MELARA,Benevento
658,C,FALCO,Bologna
703,C,MOUNIER,Bologna
2204,C,COSSU,Cagliari
1871,C,DEIOLA,Cagliari
2132,C,KOTNIK,Crotone
2138,C,SULJIC,Crotone
2032,C,HAGI,Fiorentina
232,C,COFIE,Genoa
267,C,GNOUKOURI,Inter
334,C,CRECCO,Lazio
2063,C,JOSE' SOSA,Milan
2213,C,CASSATA,Sassuolo
2266,C,SCHIAVON,SPAL
2057,C,GUSTAFSON,Torino
2172,C,BARAK,Udinese
2191,C,INGELSSON,Udinese
2107,C,KIYINE,Chievo
2286,C,CROCIATA,Crotone
371,C,MAURI J,Milan
2121,C,MELEGONI,Atalanta
2133,C,VALENCIA,Bologna
2304,A,SALCEDO MORA,Genoa
2299,A,PALOMBI,Lazio
1839,A,EDERA,Torino
2173,A,MALLE',Udinese
505,A,BONAZZOLI,SPAL
2040,A,LOMBARDI,Lazio
243,A,GAKPE',Genoa
2103,A,PELLEGRI,Genoa
186,A,REBIC,Fiorentina
182,A,ACOSTY,Crotone
718,A,RODRIGUEZ A,Chievo
1880,A,GIANNETTI,Cagliari
2100,A,OKWONKWO,Bologna
2247,A,CISSE' K,Benevento
